question_id,question_uid,subject_code,stem_60chars,kp1_id,kp1_name,kp1_sim,kp2_id,kp2_name,kp2_sim,kp3_id,kp3_name,kp3_sim,review_status,review_kp_id,review_kp_name,notes
3127,english_2012_shaanxi_072,english,"He ______________ (承诺) that he would come, but he hasn’t tur",ENG-G0-231,Unit 3 Under the sea,0.129,ENG-G0-220,Unit 2 The United Kingdom,0.118,ENG-G0-222,Unit 4 Making the news,0.114,,,,
3128,english_2012_shaanxi_073,english,The staff soon found the new manager easy to ______________ ,ENG-G0-231,Unit 3 Under the sea,0.109,ENG-G0-209,Unit 1 Festivals around the world,0.100,ENG-G0-200,Unit 2 English around the world,0.085,,,,
3129,english_2012_shaanxi_074,english,There is nothing there—you are just ______________ (想象) thin,ENG-G0-220,Unit 2 The United Kingdom,0.087,ENG-G0-222,Unit 4 Making the news,0.085,ENG-G0-215,Unit 2 Working the land,0.083,,,,
3130,english_2012_shaanxi_075,english,"The little girl walked ______________ (自信地) onto the stage, ",ENG-G0-220,Unit 2 The United Kingdom,0.105,ENG-G0-218,Unit 5 Theme parks,0.083,ENG-G0-231,Unit 3 Under the sea,0.083,,,,
3131,english_2013_shaanxi_001,english,做家务的理由；2.做家务的过程；3.你的感受。 注意：,ENG-G0-225,Unit 2 Poems,0.133,ENG-G0-230,Unit 2 Robots,0.125,ENG-G0-235,Unit 2 Cloning,0.118,,,,
3136,english_2013_shaanxi_003,english,complete,ENG-G0-206,Unit 3 Computers,0.182,ENG-G0-235,Unit 2 Cloning,0.043,ENG-G0-204,Unit 1 Cultural relics,0.032,,,,
3137,english_2013_shaanxi_004,english,alarm,ENG-G0-224,Unit 1 Art,0.063,ENG-G0-223,Unit 5 First aid,0.045,ENG-G0-226,Unit 3 A healthy life,0.037,,,,
3139,english_2013_shaanxi_011,english,"On Monday mornings, it usually ______ me an hour to drive to",ENG-G0-235,Unit 2 Cloning,0.050,ENG-G0-239,Unit 2 Sailing the oceans,0.039,ENG-G0-240,Unit 5 Inside advertising,0.039,,,,
3140,english_2013_shaanxi_012,english,My mom suggests that we _________ eat out for a change this ,ENG-G0-210,Unit 2 Healthy eating,0.068,ENG-G0-202,Unit 4 Earthquakes,0.048,ENG-G0-219,Unit 1 Great scientists,0.043,,,,
3141,english_2013_shaanxi_013,english,Let those in need ________ that we will go all out to help t,ENG-G0-220,Unit 2 The United Kingdom,0.067,ENG-G0-215,Unit 2 Working the land,0.064,ENG-G0-221,Unit 3 Life in the future,0.061,,,,
3142,english_2013_shaanxi_014,english,The witness __________ by the police just now gave very diff,ENG-G0-231,Unit 3 Under the sea,0.077,ENG-G0-218,Unit 5 Theme parks,0.077,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.074,,,,
3143,english_2013_shaanxi_015,english,"— I’m tired. I’m taking next week off. — ___________, honey.",ENG-G0-222,Unit 4 Making the news,0.089,ENG-G0-220,Unit 2 The United Kingdom,0.067,ENG-G0-241,Unit 2 King Lear,0.049,,,,
3144,english_2013_shaanxi_016,english,"_________ is often the case with children, Amy was better by",ENG-G0-221,Unit 3 Life in the future,0.042,ENG-G0-236,Unit 3 Inventors and inventions,0.042,ENG-G0-214,Unit 1 Women of achievement,0.041,,,,
3146,english_2013_shaanxi_018,english,I have learned a lot of good things about you __________ I c,ENG-G0-241,Unit 2 King Lear,0.064,ENG-G0-233,Unit 5 Travelling abroad,0.055,ENG-G0-201,Unit 3 Travel journal,0.038,,,,
3148,english_2013_shaanxi_020,english,It remains to be seen _________ the newly formed committee’s,ENG-G0-222,Unit 4 Making the news,0.091,ENG-G0-221,Unit 3 Life in the future,0.085,ENG-G0-218,Unit 5 Theme parks,0.073,,,,
3149,english_2013_shaanxi_021,english,"The children __________ lost in the woods; otherwise, they w",ENG-G0-215,Unit 2 Working the land,0.093,ENG-G0-221,Unit 3 Life in the future,0.089,ENG-G0-218,Unit 5 Theme parks,0.077,,,,
3150,english_2013_shaanxi_022,english,Although Rosemary had suffered from a serious illness for ye,ENG-G0-226,Unit 3 A healthy life,0.058,ENG-G0-210,Unit 2 Healthy eating,0.038,ENG-G0-224,Unit 1 Art,0.023,,,,
3151,english_2013_shaanxi_023,english,— Shall we go for a drink at one o’clock this afternoon? — _,ENG-G0-232,Unit 4 Sharing,0.093,ENG-G0-235,Unit 2 Cloning,0.068,ENG-G0-206,Unit 3 Computers,0.021,,,,
3152,english_2013_shaanxi_024,english,"The manager wants to see change in the company, and I am sur",ENG-G0-218,Unit 5 Theme parks,0.085,ENG-G0-231,Unit 3 Under the sea,0.063,ENG-G0-220,Unit 2 The United Kingdom,0.059,,,,
3154,english_2013_shaanxi_026,english,A. ordered B. made C. arranged D. demanded,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.098,ENG-G0-234,Unit 1 A land of diversity,0.073,ENG-G0-224,Unit 1 Art,0.049,,,,
3156,english_2013_shaanxi_028,english,A. fixed B. caught C. cut D. tied,ENG-G0-223,Unit 5 First aid,0.075,ENG-G0-209,Unit 1 Festivals around the world,0.053,ENG-G0-220,Unit 2 The United Kingdom,0.043,,,,
3157,english_2013_shaanxi_029,english,A. by B. in C. from D. out,ENG-G0-236,Unit 3 Inventors and inventions,0.070,ENG-G0-221,Unit 3 Life in the future,0.070,ENG-G0-240,Unit 5 Inside advertising,0.070,,,,
3158,english_2013_shaanxi_030,english,A. knocked B. fell C. stood D. hung,ENG-G0-226,Unit 3 A healthy life,0.063,ENG-G0-233,Unit 5 Travelling abroad,0.059,ENG-G0-238,Unit 5 Meeting your ancestors,0.054,,,,
3159,english_2013_shaanxi_031,english,A. take B. taste C. swallow D. chew,ENG-G0-231,Unit 3 Under the sea,0.045,ENG-G0-226,Unit 3 A healthy life,0.043,ENG-G0-233,Unit 5 Travelling abroad,0.040,,,,
3160,english_2013_shaanxi_032,english,A. discouraged B. disappointed C. shocked D. annoyed,ENG-G0-234,Unit 1 A land of diversity,0.075,ENG-G0-232,Unit 4 Sharing,0.047,ENG-G0-226,Unit 3 A healthy life,0.040,,,,
3161,english_2013_shaanxi_033,english,A. rolled B. rubbed C. narrowed D. closed,ENG-G0-235,Unit 2 Cloning,0.068,ENG-G0-228,Unit 5 The power of nature,0.054,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.047,,,,
3162,english_2013_shaanxi_034,english,A. bitterness B. anxiety C. anger D. sorrow,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.048,ENG-G0-217,Unit 4 Body language,0.041,ENG-G0-226,Unit 3 A healthy life,0.040,,,,
3163,english_2013_shaanxi_035,english,A. satisfy B. comfort C. encourage D. praise,ENG-G0-206,Unit 3 Computers,0.064,ENG-G0-200,Unit 2 English around the world,0.048,ENG-G0-210,Unit 2 Healthy eating,0.038,,,,
3164,english_2013_shaanxi_036,english,A. how B. who C. what D. which,ENG-G0-226,Unit 3 A healthy life,0.077,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.058,ENG-G0-214,Unit 1 Women of achievement,0.044,,,,
3165,english_2013_shaanxi_037,english,A. mild B. honest C. calm D. modest,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.127,ENG-G0-226,Unit 3 A healthy life,0.065,ENG-G0-238,Unit 5 Meeting your ancestors,0.056,,,,
3166,english_2013_shaanxi_038,english,A. pushed B. approached C. drew D. laid,ENG-G0-234,Unit 1 A land of diversity,0.094,ENG-G0-223,Unit 5 First aid,0.067,ENG-G0-226,Unit 3 A healthy life,0.060,,,,
3167,english_2013_shaanxi_039,english,A. beating B. broking C. sinking D. trembling,ENG-G0-233,Unit 5 Travelling abroad,0.102,ENG-G0-220,Unit 2 The United Kingdom,0.085,ENG-G0-210,Unit 2 Healthy eating,0.085,,,,
3168,english_2013_shaanxi_040,english,A. help B. position C. number D. job,ENG-G0-226,Unit 3 A healthy life,0.083,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.083,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.066,,,,
3169,english_2013_shaanxi_041,english,A. Prepare B. Buy C. Find D. Cook,ENG-G0-223,Unit 5 First aid,0.073,ENG-G0-206,Unit 3 Computers,0.048,ENG-G0-218,Unit 5 Theme parks,0.045,,,,
3170,english_2013_shaanxi_042,english,A. on B. around C. up D. away,ENG-G0-200,Unit 2 English around the world,0.152,ENG-G0-209,Unit 1 Festivals around the world,0.146,ENG-G0-224,Unit 1 Art,0.103,,,,
3171,english_2013_shaanxi_043,english,A. so B. since C. although D. but,ENG-G0-226,Unit 3 A healthy life,0.093,ENG-G0-210,Unit 2 Healthy eating,0.044,ENG-G0-240,Unit 5 Inside advertising,0.041,,,,
3172,english_2013_shaanxi_044,english,A. kindness B. happiness C. politeness D. brightness,ENG-G0-220,Unit 2 The United Kingdom,0.083,ENG-G0-241,Unit 2 King Lear,0.068,ENG-G0-226,Unit 3 A healthy life,0.061,,,,
3174,english_2013_shaanxi_046,english,Who wrote the story about a little boy and a little mouse?,ENG-G0-207,Unit 4 Wildlife protection,0.053,ENG-G0-238,Unit 5 Meeting your ancestors,0.050,ENG-G0-209,Unit 1 Festivals around the world,0.047,,,,
3176,english_2013_shaanxi_048,english,What kind of readers will probably like reading More Things ,ENG-G0-207,Unit 4 Wildlife protection,0.053,ENG-G0-227,Unit 4 Global warming,0.038,ENG-G0-215,Unit 2 Working the land,0.036,,,,
3177,english_2013_shaanxi_049,english,Which of the following books explores the origin of humans? ,ENG-G0-215,Unit 2 Working the land,0.056,ENG-G0-229,Unit 1 Living well,0.040,ENG-G0-220,Unit 2 The United Kingdom,0.038,,,,
3178,english_2013_shaanxi_050,english,The author had to hitch a ride one day in 1978 because _____,ENG-G0-221,Unit 3 Life in the future,0.073,ENG-G0-218,Unit 5 Theme parks,0.061,ENG-G0-231,Unit 3 Under the sea,0.061,,,,
3180,english_2013_shaanxi_052,english,The reason why the author offered a lift to the elderly man ,ENG-G0-221,Unit 3 Life in the future,0.075,ENG-G0-218,Unit 5 Theme parks,0.064,ENG-G0-231,Unit 3 Under the sea,0.064,,,,
3181,english_2013_shaanxi_053,english,What does the author want to tell the readers through the st,ENG-G0-209,Unit 1 Festivals around the world,0.048,ENG-G0-229,Unit 1 Living well,0.041,ENG-G0-210,Unit 2 Healthy eating,0.038,,,,
3183,english_2013_shaanxi_055,english,"According to the text, we know that __________.",ENG-G0-229,Unit 1 Living well,0.065,ENG-G0-215,Unit 2 Working the land,0.059,ENG-G0-214,Unit 1 Women of achievement,0.056,,,,
3185,english_2013_shaanxi_057,english,The teacher asked the author to his office ___________.,ENG-G0-218,Unit 5 Theme parks,0.063,ENG-G0-231,Unit 3 Under the sea,0.063,ENG-G0-220,Unit 2 The United Kingdom,0.059,,,,
3187,english_2013_shaanxi_059,english,The author’s attitude towards being bilingual may best be de,ENG-G0-239,Unit 2 Sailing the oceans,0.113,ENG-G0-231,Unit 3 Under the sea,0.083,ENG-G0-220,Unit 2 The United Kingdom,0.078,,,,
3188,english_2013_shaanxi_060,english,This text is likely to selected from a book of __________. 第,ENG-G0-220,Unit 2 The United Kingdom,0.058,ENG-G0-218,Unit 5 Theme parks,0.040,ENG-G0-231,Unit 3 Under the sea,0.040,,,,
3194,english_2013_shaanxi_066,english,The students are required to ________________（复述）the story a,ENG-G0-231,Unit 3 Under the sea,0.073,ENG-G0-218,Unit 5 Theme parks,0.073,ENG-G0-209,Unit 1 Festivals around the world,0.073,,,,
3195,english_2013_shaanxi_067,english,"In ______________（三月）, the weather begins to get warmer in n",ENG-G0-221,Unit 3 Life in the future,0.176,ENG-G0-218,Unit 5 Theme parks,0.100,ENG-G0-231,Unit 3 Under the sea,0.100,,,,
3196,english_2013_shaanxi_068,english,"To _______（证明）his point, Professor Brown mentioned several o",ENG-G0-207,Unit 4 Wildlife protection,0.064,ENG-G0-218,Unit 5 Theme parks,0.050,ENG-G0-228,Unit 5 The power of nature,0.042,,,,
3197,english_2013_shaanxi_069,english,The little girl picked some grapes and put them into her ___,ENG-G0-215,Unit 2 Working the land,0.096,ENG-G0-205,Unit 2 The Olympic Games,0.074,ENG-G0-200,Unit 2 English around the world,0.066,,,,
3198,english_2013_shaanxi_070,english,They want to _____________（邀请）us to go over to their place a,ENG-G0-218,Unit 5 Theme parks,0.125,ENG-G0-231,Unit 3 Under the sea,0.125,ENG-G0-220,Unit 2 The United Kingdom,0.114,,,,
3199,english_2013_shaanxi_071,english,Fewer than a thousand ______________（大熊猫）still live in the w,ENG-G0-209,Unit 1 Festivals around the world,0.060,ENG-G0-215,Unit 2 Working the land,0.049,ENG-G0-236,Unit 3 Inventors and inventions,0.047,,,,
3200,english_2013_shaanxi_072,english,Such a blood pressure is _____________（正常的）for a person of h,ENG-G0-232,Unit 4 Sharing,0.029,ENG-G0-231,Unit 3 Under the sea,0.026,ENG-G0-219,Unit 1 Great scientists,0.023,,,,
3201,english_2013_shaanxi_073,english,I’ve got a good sense of ______________（平衡）and learnt to ski,ENG-G0-236,Unit 3 Inventors and inventions,0.022,ENG-G0-221,Unit 3 Life in the future,0.022,ENG-G0-240,Unit 5 Inside advertising,0.022,,,,
3202,english_2013_shaanxi_074,english,The boy looked at his father ________（满怀希望地）because he thoug,ENG-G0-231,Unit 3 Under the sea,0.108,ENG-G0-228,Unit 5 The power of nature,0.089,ENG-G0-218,Unit 5 Theme parks,0.079,,,,
3203,english_2013_shaanxi_075,english,These measures are strongly ______________（支持）by environment,ENG-G0-218,Unit 5 Theme parks,0.103,ENG-G0-221,Unit 3 Life in the future,0.087,ENG-G0-228,Unit 5 The power of nature,0.085,,,,
3204,english_2014_shaanxi_001,english,词数不少于100；,ENG-G0-224,Unit 1 Art,0.071,ENG-G0-199,Unit 1 Friendship,0.048,ENG-G0-229,Unit 1 Living well,0.045,,,,
3210,english_2014_shaanxi_002,english,介绍此项活动（如活动目的、内容等）；,ENG-G0-212,Unit 4,,ENG-G0-213,Unit 5,,ENG-G0-211,Unit 3 The Million Pound Bank Note,,,,,
3217,english_2014_shaanxi_003,english,642,ENG-G0-212,Unit 4,,ENG-G0-213,Unit 5,,ENG-G0-211,Unit 3 The Million Pound Bank Note,,,,,
3224,english_2014_shaanxi_004,english,Samoa 88.40,ENG-G0-232,Unit 4 Sharing,0.083,ENG-G0-212,Unit 4,0.059,ENG-G0-239,Unit 2 Sailing the oceans,0.057,,,,
3228,english_2014_shaanxi_005,english,Palau 87.61,ENG-G0-218,Unit 5 Theme parks,0.071,ENG-G0-225,Unit 2 Poems,0.043,ENG-G0-237,Unit 4 Pygmalion,0.037,,,,
3232,english_2014_shaanxi_011,english,— I got that job I wanted at the public library. — _________,ENG-G0-220,Unit 2 The United Kingdom,0.039,ENG-G0-221,Unit 3 Life in the future,0.036,ENG-G0-218,Unit 5 Theme parks,0.020,,,,
3233,english_2014_shaanxi_012,english,It’s quite hot today. Do you feel like _________ for a swim?,ENG-G0-233,Unit 5 Travelling abroad,0.056,ENG-G0-232,Unit 4 Sharing,0.044,ENG-G0-229,Unit 1 Living well,0.041,,,,
3234,english_2014_shaanxi_013,english,Please send us all the information _________ you have about ,ENG-G0-207,Unit 4 Wildlife protection,0.075,ENG-G0-237,Unit 4 Pygmalion,0.068,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.066,,,,
3235,english_2014_shaanxi_014,english,The Scottish girl ________ blue eyes won the first prize in ,ENG-G0-200,Unit 2 English around the world,0.074,ENG-G0-218,Unit 5 Theme parks,0.071,ENG-G0-231,Unit 3 Under the sea,0.071,,,,
3236,english_2014_shaanxi_015,english,________ the delayed flight will take off depends much on th,ENG-G0-231,Unit 3 Under the sea,0.073,ENG-G0-218,Unit 5 Theme parks,0.073,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.071,,,,
3238,english_2014_shaanxi_017,english,No sooner ________ stepped on the stage than the audience br,ENG-G0-231,Unit 3 Under the sea,0.071,ENG-G0-228,Unit 5 The power of nature,0.060,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.052,,,,
3239,english_2014_shaanxi_018,english,Ralph W. Emerson would always ______ new ideas that occurred,ENG-G0-204,Unit 1 Cultural relics,0.041,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.033,ENG-G0-230,Unit 2 Robots,0.024,,,,
3240,english_2014_shaanxi_019,english,________ village where I was born has grown into ________ to,ENG-G0-217,Unit 4 Body language,0.022,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.017,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.017,,,,
3241,english_2014_shaanxi_020,english,"________ the difficult math problem, I have consulted Profes",ENG-G0-218,Unit 5 Theme parks,0.075,ENG-G0-231,Unit 3 Under the sea,0.075,ENG-G0-220,Unit 2 The United Kingdom,0.070,,,,
3242,english_2014_shaanxi_021,english,I’d appreciate ________ if you could let me know in advance ,ENG-G0-221,Unit 3 Life in the future,0.020,ENG-G0-236,Unit 3 Inventors and inventions,0.020,ENG-G0-240,Unit 5 Inside advertising,0.020,,,,
3243,english_2014_shaanxi_022,english,47,ENG-G0-212,Unit 4,0.111,ENG-G0-232,Unit 4 Sharing,0.059,ENG-G0-237,Unit 4 Pygmalion,0.053,,,,
3245,english_2014_shaanxi_023,english,"We would rather our daughter ________ at home with us, but i",ENG-G0-200,Unit 2 English around the world,0.056,ENG-G0-209,Unit 1 Festivals around the world,0.054,ENG-G0-229,Unit 1 Living well,0.048,,,,
3246,english_2014_shaanxi_024,english,"The young couple, who returned my lost wallet, left _______ ",ENG-G0-200,Unit 2 English around the world,0.083,ENG-G0-209,Unit 1 Festivals around the world,0.081,ENG-G0-215,Unit 2 Working the land,0.075,,,,
3248,english_2014_shaanxi_026,english,A. leaving B. driving C. moving D. stopping,ENG-G0-241,Unit 2 King Lear,0.095,ENG-G0-229,Unit 1 Living well,0.091,ENG-G0-234,Unit 1 A land of diversity,0.077,,,,
3249,english_2014_shaanxi_027,english,A. injured B. awkward C. honest D. elderly,ENG-G0-240,Unit 5 Inside advertising,0.074,ENG-G0-226,Unit 3 A healthy life,0.059,ENG-G0-221,Unit 3 Life in the future,0.055,,,,
3252,english_2014_shaanxi_030,english,A. If B. Since C. While D. Unless,ENG-G0-240,Unit 5 Inside advertising,0.104,ENG-G0-226,Unit 3 A healthy life,0.089,ENG-G0-224,Unit 1 Art,0.086,,,,
3254,english_2014_shaanxi_031,english,A. guilty B. curious C. angry D. worried,ENG-G0-200,Unit 2 English around the world,0.067,ENG-G0-209,Unit 1 Festivals around the world,0.065,ENG-G0-215,Unit 2 Working the land,0.057,,,,
3255,english_2014_shaanxi_032,english,A. complained B. said C. lied D. responded,ENG-G0-206,Unit 3 Computers,0.087,ENG-G0-226,Unit 3 A healthy life,0.078,ENG-G0-204,Unit 1 Cultural relics,0.057,,,,
3256,english_2014_shaanxi_033,english,A. no one B. someone C. everyone D. anyone,ENG-G0-234,Unit 1 A land of diversity,0.056,ENG-G0-214,Unit 1 Women of achievement,0.056,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.048,,,,
3257,english_2014_shaanxi_034,english,A. lend B. bring C. leave D. buy,ENG-G0-241,Unit 2 King Lear,0.111,ENG-G0-226,Unit 3 A healthy life,0.071,ENG-G0-233,Unit 5 Travelling abroad,0.067,,,,
3258,english_2014_shaanxi_035,english,A. amazed B. shocked C. puzzled D. concerned,ENG-G0-232,Unit 4 Sharing,0.044,ENG-G0-206,Unit 3 Computers,0.043,ENG-G0-226,Unit 3 A healthy life,0.038,,,,
3259,english_2014_shaanxi_036,english,A. wise B. sweet C. innocent D. crazy,ENG-G0-236,Unit 3 Inventors and inventions,0.075,ENG-G0-240,Unit 5 Inside advertising,0.056,ENG-G0-214,Unit 1 Women of achievement,0.055,,,,
3260,english_2014_shaanxi_037,english,A. which B. when C. what D. whether,ENG-G0-200,Unit 2 English around the world,0.059,ENG-G0-209,Unit 1 Festivals around the world,0.057,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.056,,,,
3261,english_2014_shaanxi_038,english,A. must not B. can’t C. may not D. needn’t,ENG-G0-222,Unit 4 Making the news,0.104,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.102,ENG-G0-208,Unit 5 Music,0.075,,,,
3262,english_2014_shaanxi_039,english,A. scene B. habit C. flower D. deed,ENG-G0-226,Unit 3 A healthy life,0.063,ENG-G0-234,Unit 1 A land of diversity,0.057,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.049,,,,
3263,english_2014_shaanxi_040,english,A. checking with B. looking after C. operating on D. paying ,ENG-G0-234,Unit 1 A land of diversity,0.074,ENG-G0-241,Unit 2 King Lear,0.067,ENG-G0-226,Unit 3 A healthy life,0.060,,,,
3264,english_2014_shaanxi_041,english,A. from B. to C. with D. about,ENG-G0-209,Unit 1 Festivals around the world,0.075,ENG-G0-233,Unit 5 Travelling abroad,0.067,ENG-G0-200,Unit 2 English around the world,0.058,,,,
3265,english_2014_shaanxi_042,english,A. respectful B. cheerful C. successful D. wonderful,ENG-G0-204,Unit 1 Cultural relics,0.058,ENG-G0-226,Unit 3 A healthy life,0.038,ENG-G0-234,Unit 1 A land of diversity,0.035,,,,
3266,english_2014_shaanxi_043,english,A. Out of B. Regardless of C. Thanks to D. As to,ENG-G0-205,Unit 2 The Olympic Games,0.055,ENG-G0-239,Unit 2 Sailing the oceans,0.054,ENG-G0-228,Unit 5 The power of nature,0.053,,,,
3267,english_2014_shaanxi_044,english,A. love B. hope C. pity D. pain,ENG-G0-226,Unit 3 A healthy life,0.095,ENG-G0-234,Unit 1 A land of diversity,0.085,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.054,,,,
3268,english_2014_shaanxi_045,english,A. idea B. money C. smile D. comfort 第二部分：阅读理解（共两节，满分40分） 第一,ENG-G0-206,Unit 3 Computers,0.068,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.066,ENG-G0-240,Unit 5 Inside advertising,0.057,,,,
3269,english_2014_shaanxi_046,english,"According to the statistics, what is the world average of fr",ENG-G0-209,Unit 1 Festivals around the world,0.085,ENG-G0-215,Unit 2 Working the land,0.059,ENG-G0-240,Unit 5 Inside advertising,0.057,,,,
3270,english_2014_shaanxi_047,english,Which country or region has the most freshwater resource per,ENG-G0-200,Unit 2 English around the world,0.048,ENG-G0-209,Unit 1 Festivals around the world,0.047,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.046,,,,
3273,english_2014_shaanxi_050,english,Which of the following might explain the fact that the manus,ENG-G0-215,Unit 2 Working the land,0.056,ENG-G0-229,Unit 1 Living well,0.040,ENG-G0-220,Unit 2 The United Kingdom,0.038,,,,
3276,english_2014_shaanxi_053,english,In what way are the French different from Americans accordin,ENG-G0-221,Unit 3 Life in the future,0.055,ENG-G0-236,Unit 3 Inventors and inventions,0.055,ENG-G0-240,Unit 5 Inside advertising,0.036,,,,
3277,english_2014_shaanxi_054,english,This text is mainly the relationship between _________.,ENG-G0-211,Unit 3 The Million Pound Bank Note,0.063,ENG-G0-218,Unit 5 Theme parks,0.061,ENG-G0-231,Unit 3 Under the sea,0.061,,,,
3278,english_2014_shaanxi_055,english,The text is mainly developed __________.,ENG-G0-220,Unit 2 The United Kingdom,0.093,ENG-G0-218,Unit 5 Theme parks,0.073,ENG-G0-231,Unit 3 Under the sea,0.073,,,,
3281,english_2014_shaanxi_058,english,Sports day is still an annul event in this school probably b,ENG-G0-219,Unit 1 Great scientists,0.056,ENG-G0-236,Unit 3 Inventors and inventions,0.054,ENG-G0-214,Unit 1 Women of achievement,0.034,,,,
3282,english_2014_shaanxi_059,english,What does the author think about team games?,ENG-G0-209,Unit 1 Festivals around the world,0.047,ENG-G0-215,Unit 2 Working the land,0.036,ENG-G0-200,Unit 2 English around the world,0.032,,,,
3283,english_2014_shaanxi_060,english,What is the author’s attitude towards sports day? 第二节 （共5小题；,ENG-G0-219,Unit 1 Great scientists,0.056,ENG-G0-239,Unit 2 Sailing the oceans,0.054,ENG-G0-231,Unit 3 Under the sea,0.040,,,,
3288,english_2014_shaanxi_065,english,"__________________ For many poorer countries, tourism may st",ENG-G0-223,Unit 5 First aid,0.032,ENG-G0-199,Unit 1 Friendship,0.031,ENG-G0-221,Unit 3 Life in the future,0.025,,,,
3289,english_2014_shaanxi_066,english,The first few weeks of this __________________（春天）were unusu,ENG-G0-223,Unit 5 First aid,0.081,ENG-G0-218,Unit 5 Theme parks,0.077,ENG-G0-231,Unit 3 Under the sea,0.077,,,,
3290,english_2014_shaanxi_067,english,"Take the lift to the __________________（第十）floor, and you wi",ENG-G0-221,Unit 3 Life in the future,0.105,ENG-G0-231,Unit 3 Under the sea,0.094,ENG-G0-220,Unit 2 The United Kingdom,0.086,,,,
3291,english_2014_shaanxi_068,english,"We can eat out if you like, but I would __________________（更",ENG-G0-229,Unit 1 Living well,0.043,ENG-G0-200,Unit 2 English around the world,0.034,ENG-G0-209,Unit 1 Festivals around the world,0.033,,,,
3295,english_2014_shaanxi_072,english,"They failed to reach a settlement, because they ____________",ENG-G0-214,Unit 1 Women of achievement,0.091,ENG-G0-218,Unit 5 Theme parks,0.083,ENG-G0-239,Unit 2 Sailing the oceans,0.073,,,,
3296,english_2014_shaanxi_073,english,Men and Women must be treated __________________（平等地）in educ,ENG-G0-214,Unit 1 Women of achievement,0.063,ENG-G0-208,Unit 5 Music,0.057,ENG-G0-220,Unit 2 The United Kingdom,0.045,,,,
3299,english_2014_shaanxi_090,english,"15 Freshwater resource, cubic kilometers per person（2011） WO",ENG-G0-204,Unit 1 Cultural relics,0.058,ENG-G0-206,Unit 3 Computers,0.043,ENG-G0-214,Unit 1 Women of achievement,0.035,,,,
3300,english_2014_shaanxi_094,english,58 REST OF TOP 5,ENG-G0-238,Unit 5 Meeting your ancestors,0.075,ENG-G0-213,Unit 5,0.053,ENG-G0-208,Unit 5 Music,0.040,,,,
3301,english_2014_shaanxi_102,english,"CHINA 2,092",ENG-G0-235,Unit 2 Cloning,0.040,ENG-G0-206,Unit 3 Computers,0.037,ENG-G0-204,Unit 1 Cultural relics,0.030,,,,
3302,english_2014_shaanxi_123,english,CHINA,ENG-G0-235,Unit 2 Cloning,0.050,ENG-G0-206,Unit 3 Computers,0.045,ENG-G0-204,Unit 1 Cultural relics,0.036,,,,
3303,english_2015_anhui_001,english,词数120左右；,ENG-G0-224,Unit 1 Art,0.071,ENG-G0-199,Unit 1 Friendship,0.048,ENG-G0-229,Unit 1 Living well,0.045,,,,
3306,english_2015_anhui_002,english,What does the woman think of the weather?,ENG-G0-209,Unit 1 Festivals around the world,0.067,ENG-G0-215,Unit 2 Working the land,0.059,ENG-G0-200,Unit 2 English around the world,0.051,,,,
3309,english_2015_anhui_003,english,想提的问题。 注意：,ENG-G0-212,Unit 4,,ENG-G0-213,Unit 5,,ENG-G0-211,Unit 3 The Million Pound Bank Note,,,,,
3312,english_2015_anhui_004,english,What is the woman’s opinion about the course?,ENG-G0-219,Unit 1 Great scientists,0.057,ENG-G0-231,Unit 3 Under the sea,0.041,ENG-G0-215,Unit 2 Working the land,0.037,,,,
3314,english_2015_anhui_005,english,What does the woman want the man to do? 第二节 (共15小题：每小题1. 5分，,ENG-G0-209,Unit 1 Festivals around the world,0.051,ENG-G0-218,Unit 5 Theme parks,0.044,ENG-G0-215,Unit 2 Working the land,0.040,,,,
3315,english_2015_anhui_006,english,How long did Michael stay in China?,ENG-G0-242,Unit 5Enjoying novels,0.041,ENG-G0-203,Unit 5 Nelson Mandela-a modern hero,0.032,ENG-G0-235,Unit 2 Cloning,0.023,,,,
3316,english_2015_anhui_007,english,Where did Michael go last year? 听第7段材料，回答第8、9题。,ENG-G0-241,Unit 2 King Lear,0.047,ENG-G0-229,Unit 1 Living well,0.022,ENG-G0-202,Unit 4 Earthquakes,0.022,,,,
