省份,年份,学科,数学类型,试卷类型,预期目录,预期文件名,预期路径,当前路径
"海南","2015","理科数学","science","national_ii","海南高考","2015年海南高考理科数学试卷原卷版.pdf","海南高考/2015年海南高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"海南","2015","政治","","national_ii","海南高考","2015年海南高考政治试卷原卷版.pdf","海南高考/2015年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"海南","2016","文科数学","arts","national_ii","海南高考","2016年海南高考文科数学试卷原卷版.pdf","海南高考/2016年海南高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"海南","2016","理科数学","science","national_ii","海南高考","2016年海南高考理科数学试卷原卷版.pdf","海南高考/2016年海南高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"海南","2016","政治","","national_ii","海南高考","2016年海南高考政治试卷原卷版.pdf","海南高考/2016年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"海南","2017","文科数学","arts","national_ii","海南高考","2017年海南高考文科数学试卷原卷版.pdf","海南高考/2017年海南高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"海南","2017","理科数学","science","national_ii","海南高考","2017年海南高考理科数学试卷原卷版.pdf","海南高考/2017年海南高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"海南","2017","政治","","national_ii","海南高考","2017年海南高考政治试卷原卷版.pdf","海南高考/2017年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"海南","2018","文科数学","arts","national_ii","海南高考","2018年海南高考文科数学试卷原卷版.pdf","海南高考/2018年海南高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"海南","2018","理科数学","science","national_ii","海南高考","2018年海南高考理科数学试卷原卷版.pdf","海南高考/2018年海南高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"海南","2018","政治","","national_ii","海南高考","2018年海南高考政治试卷原卷版.pdf","海南高考/2018年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025/2018年全国II卷高考政治试卷（原卷版）.doc"
"海南","2019","文科数学","arts","national_ii","海南高考","2019年海南高考文科数学试卷原卷版.pdf","海南高考/2019年海南高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"海南","2019","理科数学","science","national_ii","海南高考","2019年海南高考理科数学试卷原卷版.pdf","海南高考/2019年海南高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"海南","2019","政治","","national_ii","海南高考","2019年海南高考政治试卷原卷版.pdf","海南高考/2019年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"海南","2020","数学","unified","new_gaokao_ii","海南高考","2020年海南高考数学试卷原卷版.pdf","海南高考/2020年海南高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2020年新高考II卷高考数学试卷（原卷版）.doc"
"海南","2020","政治","","independent","海南高考","2020年海南高考政治试卷原卷版.pdf","海南高考/2020年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"海南","2021","数学","unified","new_gaokao_ii","海南高考","2021年海南高考数学试卷原卷版.pdf","海南高考/2021年海南高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"海南","2021","政治","","independent","海南高考","2021年海南高考政治试卷原卷版.pdf","海南高考/2021年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"海南","2022","数学","unified","new_gaokao_ii","海南高考","2022年海南高考数学试卷原卷版.pdf","海南高考/2022年海南高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"海南","2022","政治","","independent","海南高考","2022年海南高考政治试卷原卷版.pdf","海南高考/2022年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"海南","2023","数学","unified","new_gaokao_ii","海南高考","2023年海南高考数学试卷原卷版.pdf","海南高考/2023年海南高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2023年新高考II卷高考数学试卷（原卷版）.docx"
"海南","2023","政治","","independent","海南高考","2023年海南高考政治试卷原卷版.pdf","海南高考/2023年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"海南","2024","生物","","independent","海南高考","2024年海南高考生物试卷原卷版.pdf","海南高考/2024年海南高考生物试卷原卷版.pdf","6. 北京高考生物2008-2025\2024年北京高考真题生物试卷（原卷版）.docx"
"海南","2024","化学","","independent","海南高考","2024年海南高考化学试卷原卷版.pdf","海南高考/2024年海南高考化学试卷原卷版.pdf","5. 北京高考化学2008-2025\2024年北京高考真题化学试题（原卷版）.docx"
"海南","2024","地理","","independent","海南高考","2024年海南高考地理试卷原卷版.pdf","海南高考/2024年海南高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025/2024年北京高考地理试卷（原卷版）.docx"
"海南","2024","历史","","independent","海南高考","2024年海南高考历史试卷原卷版.pdf","海南高考/2024年海南高考历史试卷原卷版.pdf","7. 重庆高考历史2008-2025\2024年高考历史试卷（重庆）（选择题部分）（空白卷）.pdf"
"海南","2024","数学","unified","new_gaokao_ii","海南高考","2024年海南高考数学试卷原卷版.pdf","海南高考/2024年海南高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"海南","2024","政治","","independent","海南高考","2024年海南高考政治试卷原卷版.pdf","海南高考/2024年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"海南","2025","生物","","independent","海南高考","2025年海南高考生物试卷原卷版.pdf","海南高考/2025年海南高考生物试卷原卷版.pdf","6. 重庆高考生物2008-2025\2025年高考生物真题及答案.pdf"
"海南","2025","化学","","independent","海南高考","2025年海南高考化学试卷原卷版.pdf","海南高考/2025年海南高考化学试卷原卷版.pdf","5. 重庆高考化学2008-2025\2025年高考化学真题及答案.pdf"
"海南","2025","地理","","independent","海南高考","2025年海南高考地理试卷原卷版.pdf","海南高考/2025年海南高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025\2025年北京高考地理真题（原卷版）.docx"
"海南","2025","历史","","independent","海南高考","2025年海南高考历史试卷原卷版.pdf","海南高考/2025年海南高考历史试卷原卷版.pdf","7. 北京高考历史2008-2025\2025年北京高考历史真题（原卷版）.docx"
"海南","2025","政治","","independent","海南高考","2025年海南高考政治试卷原卷版.pdf","海南高考/2025年海南高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2025北京高考政治试题（原卷版）.docx"
"河北","2008","文科数学","arts","national_i","河北高考","2008年河北高考文科数学试卷原卷版.pdf","河北高考/2008年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2008","理科数学","science","national_i","河北高考","2008年河北高考理科数学试卷原卷版.pdf","河北高考/2008年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2008","政治","","national_i","河北高考","2008年河北高考政治试卷原卷版.pdf","河北高考/2008年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"河北","2009","文科数学","arts","national_i","河北高考","2009年河北高考文科数学试卷原卷版.pdf","河北高考/2009年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2009","理科数学","science","national_i","河北高考","2009年河北高考理科数学试卷原卷版.pdf","河北高考/2009年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2009","政治","","national_i","河北高考","2009年河北高考政治试卷原卷版.pdf","河北高考/2009年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"河北","2010","文科数学","arts","national_i","河北高考","2010年河北高考文科数学试卷原卷版.pdf","河北高考/2010年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2010","理科数学","science","national_i","河北高考","2010年河北高考理科数学试卷原卷版.pdf","河北高考/2010年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2010","政治","","national_i","河北高考","2010年河北高考政治试卷原卷版.pdf","河北高考/2010年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"河北","2011","文科数学","arts","national_i","河北高考","2011年河北高考文科数学试卷原卷版.pdf","河北高考/2011年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2011","理科数学","science","national_i","河北高考","2011年河北高考理科数学试卷原卷版.pdf","河北高考/2011年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2011","政治","","national_i","河北高考","2011年河北高考政治试卷原卷版.pdf","河北高考/2011年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"河北","2012","文科数学","arts","national_i","河北高考","2012年河北高考文科数学试卷原卷版.pdf","河北高考/2012年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2012","理科数学","science","national_i","河北高考","2012年河北高考理科数学试卷原卷版.pdf","河北高考/2012年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2012","政治","","national_i","河北高考","2012年河北高考政治试卷原卷版.pdf","河北高考/2012年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"河北","2013","文科数学","arts","national_i","河北高考","2013年河北高考文科数学试卷原卷版.pdf","河北高考/2013年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2013","理科数学","science","national_i","河北高考","2013年河北高考理科数学试卷原卷版.pdf","河北高考/2013年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2013","政治","","national_i","河北高考","2013年河北高考政治试卷原卷版.pdf","河北高考/2013年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"河北","2014","文科数学","arts","national_i","河北高考","2014年河北高考文科数学试卷原卷版.pdf","河北高考/2014年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2014","理科数学","science","national_i","河北高考","2014年河北高考理科数学试卷原卷版.pdf","河北高考/2014年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2014","政治","","national_i","河北高考","2014年河北高考政治试卷原卷版.pdf","河北高考/2014年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"河北","2015","文科数学","arts","national_i","河北高考","2015年河北高考文科数学试卷原卷版.pdf","河北高考/2015年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2015","理科数学","science","national_i","河北高考","2015年河北高考理科数学试卷原卷版.pdf","河北高考/2015年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2015","政治","","national_i","河北高考","2015年河北高考政治试卷原卷版.pdf","河北高考/2015年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"河北","2016","文科数学","arts","national_i","河北高考","2016年河北高考文科数学试卷原卷版.pdf","河北高考/2016年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2016","理科数学","science","national_i","河北高考","2016年河北高考理科数学试卷原卷版.pdf","河北高考/2016年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2016","政治","","national_i","河北高考","2016年河北高考政治试卷原卷版.pdf","河北高考/2016年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"河北","2017","文科数学","arts","national_i","河北高考","2017年河北高考文科数学试卷原卷版.pdf","河北高考/2017年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2017","理科数学","science","national_i","河北高考","2017年河北高考理科数学试卷原卷版.pdf","河北高考/2017年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2017","政治","","national_i","河北高考","2017年河北高考政治试卷原卷版.pdf","河北高考/2017年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"河北","2018","文科数学","arts","national_i","河北高考","2018年河北高考文科数学试卷原卷版.pdf","河北高考/2018年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2018","理科数学","science","national_i","河北高考","2018年河北高考理科数学试卷原卷版.pdf","河北高考/2018年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2018","政治","","national_i","河北高考","2018年河北高考政治试卷原卷版.pdf","河北高考/2018年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"河北","2019","文科数学","arts","national_i","河北高考","2019年河北高考文科数学试卷原卷版.pdf","河北高考/2019年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"河北","2019","理科数学","science","national_i","河北高考","2019年河北高考理科数学试卷原卷版.pdf","河北高考/2019年河北高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"河北","2019","政治","","national_i","河北高考","2019年河北高考政治试卷原卷版.pdf","河北高考/2019年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"河北","2020","文科数学","arts","national_i","河北高考","2020年河北高考文科数学试卷原卷版.pdf","河北高考/2020年河北高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"河北","2020","理科数学","science","national_i","河北高考","2020年河北高考理科数学试卷原卷版.pdf","河北高考/2020年河北高考理科数学试卷原卷版.pdf",""
"河北","2020","政治","","national_i","河北高考","2020年河北高考政治试卷原卷版.pdf","河北高考/2020年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"河北","2021","数学","unified","new_gaokao_i","河北高考","2021年河北高考数学试卷原卷版.pdf","河北高考/2021年河北高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"河北","2021","政治","","independent","河北高考","2021年河北高考政治试卷原卷版.pdf","河北高考/2021年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"河北","2022","数学","unified","new_gaokao_i","河北高考","2022年河北高考数学试卷原卷版.pdf","河北高考/2022年河北高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"河北","2022","政治","","independent","河北高考","2022年河北高考政治试卷原卷版.pdf","河北高考/2022年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"河北","2023","数学","unified","new_gaokao_i","河北高考","2023年河北高考数学试卷原卷版.pdf","河北高考/2023年河北高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"河北","2023","政治","","independent","河北高考","2023年河北高考政治试卷原卷版.pdf","河北高考/2023年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"河北","2024","地理","","independent","河北高考","2024年河北高考地理试卷原卷版.pdf","河北高考/2024年河北高考地理试卷原卷版.pdf","9. 山东高考地理2008-2025\2024年高考地理试卷（山东）（空白卷）.pdf"
"河北","2024","历史","","independent","河北高考","2024年河北高考历史试卷原卷版.pdf","河北高考/2024年河北高考历史试卷原卷版.pdf","7. 山东高考历史2008-2025\2024年高考历史试卷（山东）（空白卷）.pdf"
"河北","2024","数学","unified","new_gaokao_i","河北高考","2024年河北高考数学试卷原卷版.pdf","河北高考/2024年河北高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"河北","2024","政治","","independent","河北高考","2024年河北高考政治试卷原卷版.pdf","河北高考/2024年河北高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"黑龙江","2008","文科数学","arts","national_ii","黑龙江高考","2008年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2008年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2008","理科数学","science","national_ii","黑龙江高考","2008年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2008年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2008","政治","","national_ii","黑龙江高考","2008年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2008年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"黑龙江","2009","文科数学","arts","national_ii","黑龙江高考","2009年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2009年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2009","理科数学","science","national_ii","黑龙江高考","2009年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2009年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2009","政治","","national_ii","黑龙江高考","2009年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2009年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2010","文科数学","arts","national_ii","黑龙江高考","2010年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2010年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2010","理科数学","science","national_ii","黑龙江高考","2010年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2010年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2010","政治","","national_ii","黑龙江高考","2010年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2010年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2011","文科数学","arts","national_ii","黑龙江高考","2011年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2011年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2011","理科数学","science","national_ii","黑龙江高考","2011年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2011年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2011","政治","","national_ii","黑龙江高考","2011年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2011年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2012","文科数学","arts","national_ii","黑龙江高考","2012年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2012年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2012","理科数学","science","national_ii","黑龙江高考","2012年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2012年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2012","政治","","national_ii","黑龙江高考","2012年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2012年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2013","文科数学","arts","national_ii","黑龙江高考","2013年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2013年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2013","理科数学","science","national_ii","黑龙江高考","2013年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2013年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2013","政治","","national_ii","黑龙江高考","2013年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2013年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2014","文科数学","arts","national_ii","黑龙江高考","2014年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2014年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2014","理科数学","science","national_ii","黑龙江高考","2014年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2014年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2014","政治","","national_ii","黑龙江高考","2014年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2014年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2015","文科数学","arts","national_ii","黑龙江高考","2015年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2015年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2015","理科数学","science","national_ii","黑龙江高考","2015年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2015年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2015","政治","","national_ii","黑龙江高考","2015年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2015年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2016","文科数学","arts","national_ii","黑龙江高考","2016年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2016年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2016","理科数学","science","national_ii","黑龙江高考","2016年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2016年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2016","政治","","national_ii","黑龙江高考","2016年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2016年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2017","文科数学","arts","national_ii","黑龙江高考","2017年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2017年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2017","理科数学","science","national_ii","黑龙江高考","2017年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2017年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2017","政治","","national_ii","黑龙江高考","2017年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2017年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2018","文科数学","arts","national_ii","黑龙江高考","2018年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2018年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2018","理科数学","science","national_ii","黑龙江高考","2018年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2018年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2018","政治","","national_ii","黑龙江高考","2018年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2018年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2019","文科数学","arts","national_ii","黑龙江高考","2019年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2019年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"黑龙江","2019","理科数学","science","national_ii","黑龙江高考","2019年黑龙江高考理科数学试卷原卷版.pdf","黑龙江高考/2019年黑龙江高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"黑龙江","2019","政治","","national_ii","黑龙江高考","2019年黑龙江高考政治试卷原卷版.pdf","黑龙江高考/2019年黑龙江高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"黑龙江","2020","文科数学","arts","national_ii","黑龙江高考","2020年黑龙江高考文科数学试卷原卷版.pdf","黑龙江高考/2020年黑龙江高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
